tag,run,seed,n_selected,auc
g25,1,1000,54,0.6996336996336996
g25,2,1001,47,0.49633699633699635
g25,3,1002,53,0.5622710622710623
g25,4,1003,50,0.6575091575091575
g25,5,1004,54,0.5824175824175825
g25,6,1005,54,0.6025641025641026
g25,7,1006,51,0.6208791208791209
g25,8,1007,58,0.5695970695970696
g25,9,1008,39,0.6483516483516484
g25,10,1009,48,0.586080586080586
