tag,run,seed,n_selected,auc
g100,1,1000,53,0.4835164835164836
g100,2,1001,52,0.6575091575091575
g100,3,1002,54,0.6336996336996337
g100,4,1003,47,0.6978021978021978
g100,5,1004,49,0.7069597069597069
g100,6,1005,56,0.5842490842490842
g100,7,1006,52,0.6666666666666666
g100,8,1007,52,0.5622710622710623
g100,9,1008,56,0.6373626373626373
g100,10,1009,49,0.5439560439560439
