tag,run,seed,n_selected,auc
g25,1,1000,52,0.4358974358974359
g25,2,1001,47,0.6556776556776557
g25,3,1002,63,0.6080586080586081
g25,4,1003,58,0.4761904761904762
g25,5,1004,50,0.532967032967033
g25,6,1005,59,0.5586080586080586
g25,7,1006,54,0.5677655677655677
g25,8,1007,52,0.4981684981684982
g25,9,1008,50,0.4267399267399267
g25,10,1009,53,0.4249084249084249
