tag,run,seed,n_selected,auc
km_asdp,1,1000,53,0.5824175824175823
km_asdp,2,1001,41,0.5805860805860805
km_asdp,3,1002,56,0.5421245421245421
km_asdp,4,1003,56,0.6282051282051282
km_asdp,5,1004,51,0.6794871794871795
km_asdp,6,1005,50,0.6813186813186813
km_asdp,7,1006,51,0.6263736263736264
km_asdp,8,1007,58,0.6941391941391941
km_asdp,9,1008,53,0.6245421245421245
km_asdp,10,1009,55,0.5604395604395604
