tag,run,seed,n_selected,auc
g100,1,1000,55,0.6208791208791209
g100,2,1001,50,0.510989010989011
g100,3,1002,55,0.6556776556776557
g100,4,1003,53,0.576923076923077
g100,5,1004,50,0.63003663003663
g100,6,1005,52,0.7637362637362637
g100,7,1006,52,0.6758241758241758
g100,8,1007,51,0.6098901098901098
g100,9,1008,58,0.5750915750915752
g100,10,1009,47,0.5824175824175825
