tag,run,seed,n_selected,auc
g75,1,1000,59,0.5476190476190476
g75,2,1001,53,0.5128205128205128
g75,3,1002,58,0.44688644688644685
g75,4,1003,47,0.6098901098901099
g75,5,1004,53,0.4340659340659341
g75,6,1005,53,0.478021978021978
g75,7,1006,52,0.4065934065934066
g75,8,1007,58,0.6043956043956044
g75,9,1008,55,0.49633699633699635
g75,10,1009,53,0.5897435897435896
