tag,run,seed,n_selected,auc
km_equi,1,1000,54,0.7252747252747253
km_equi,2,1001,45,0.6611721611721612
km_equi,3,1002,58,0.6813186813186812
km_equi,4,1003,49,0.7124542124542125
km_equi,5,1004,50,0.7197802197802198
km_equi,6,1005,52,0.6227106227106227
km_equi,7,1006,48,0.7307692307692307
km_equi,8,1007,51,0.6446886446886446
km_equi,9,1008,54,0.6318681318681318
km_equi,10,1009,57,0.6575091575091575
