tag,run,seed,n_selected,auc
g50,1,1000,55,0.5219780219780219
g50,2,1001,52,0.717948717948718
g50,3,1002,51,0.5201465201465201
g50,4,1003,58,0.401098901098901
g50,5,1004,48,0.6062271062271062
g50,6,1005,57,0.41941391941391937
g50,7,1006,47,0.46886446886446886
g50,8,1007,48,0.6117216117216118
g50,9,1008,48,0.6428571428571429
g50,10,1009,50,0.5183150183150182
