tag,run,seed,n_selected,auc
g75,1,1000,58,0.6831501831501832
g75,2,1001,56,0.5238095238095238
g75,3,1002,53,0.6996336996336996
g75,4,1003,51,0.7014652014652014
g75,5,1004,50,0.5787545787545787
g75,6,1005,48,0.7344322344322345
g75,7,1006,59,0.49633699633699635
g75,8,1007,46,0.5421245421245422
g75,9,1008,57,0.6336996336996337
g75,10,1009,48,0.6959706959706959
