"method","abs_diff"
"equi",0.0990656449361045
"equi",0.181709099577747
"equi",0.250803676249835
"equi",0.0221857396672592
"equi",0.151833882469765
"equi",0.00990190866565932
"equi",0.0788037712473892
"equi",0.0598672695251483
"equi",0.161013070880072
"equi",0.0255553635891755
"equi",0.200809368756938
"equi",0.0190339263173225
"equi",0.0831124300324362
"equi",0.00872655910560444
"equi",0.260141678724556
"equi",0.076402890830512
"equi",0.0736314957587824
"equi",0.186869484539127
"equi",0.00935937559451508
"equi",0.0160753623588086
"equi",0.17536896518066
"equi",0.0431507953560018
"equi",0.0779398955220054
"equi",0.14173426805959
"equi",0.235574350122836
"equi",0.07183695951993
"equi",0.0274066667431148
"equi",0.128428210107556
"equi",0.123212099843716
"equi",0.149703488457691
"equi",0.0896631459480428
"equi",0.240244511044632
"equi",0.0726542778861707
"equi",0.273275142820968
"equi",0.346839505736857
"equi",0.10630559273845
"equi",0.0346657493572971
"equi",0.0777146101879015
"equi",0.0943598683822564
"equi",0.0593816548219032
"equi",0.0119575661366216
"equi",0.122340275826919
"equi",0.0623621961851117
"equi",0.00566922472207709
"equi",0.107208952444
"equi",0.0303916577376457
"equi",0.0188977804246504
"equi",0.0405117261431424
"equi",0.0884587130527995
"equi",0.195863394368442
"equi",0.00375633510101486
"equi",0.0865275831738459
"equi",0.045198570260062
"equi",0.178089289388031
"equi",0.0388942892267054
"equi",0.066382065447604
"equi",0.0771643129855774
"equi",0.260753917650115
"equi",0.137963721539996
"equi",0.173001795477302
"equi",0.0155898499872146
"equi",0.0392311377508046
"equi",0.250807531132782
"equi",0.0234140548473543
"equi",0.0533946740944156
"equi",0.141191026788141
"equi",0.0773385603000578
"equi",0.0334911301098117
"equi",0.0562988797834309
"equi",0.0854744753572368
"equi",0.0268584760142663
"equi",0.0168832927982516
"equi",0.172796465123839
"equi",0.0370065455063847
"equi",0.053594215513244
"equi",0.0213562277568797
"equi",0.0129488171794951
"equi",0.0119047255150855
"equi",0.0962759037945651
"equi",0.113841537826156
"equi",0.014292456322681
"equi",0.00181602680739236
"equi",0.050372736186566
"equi",0.0967182772755458
"equi",0.1113283900112
"equi",0.174417912183033
"equi",0.0517199992307285
"equi",0.03580026452639
"equi",0.0257037722119305
"equi",0.0551292549638358
"equi",0.100566812895829
"equi",0.0604265794079274
"equi",0.103978232693027
"equi",0.109532452460892
"equi",0.00191768480917612
"equi",0.0452773103561564
"equi",0.000234248490871031
"equi",0.0904233804582754
"equi",0.183307015243078
"equi",0.00831832355624954
"equi",0.0347636111914723
"equi",0.100417164368173
"equi",0.0967027958614798
"equi",0.104942031557809
"equi",0.0757198169030547
"equi",0.0756802163084537
"equi",0.104461648304943
"equi",0.0613762794306125
"equi",0.0392760101838652
"equi",0.177525110707626
"equi",0.207877688009991
"equi",0.0166796684070983
"equi",0.0749286505409919
"equi",0.0561551369770434
"equi",0.00573616803919055
"equi",0.0966106201807723
"equi",0.108875391471003
"equi",0.0943678233378251
"equi",0.0744214967365289
"equi",0.0745780345945162
"equi",0.0165749628685801
"equi",0.0265883673062281
"equi",0.0863835759943986
"equi",0.0110912593172585
"equi",0.0257774307572037
"equi",0.0165071049227447
"equi",0.00830589690584321
"equi",0.0425890332424815
"equi",0.0246536744246222
"equi",0.0143538318435777
"equi",0.102441168094987
"equi",0.0975200753934235
"equi",0.0845123199365698
"equi",0.101938690298625
"equi",0.00908642550237496
"equi",0.149940297750836
"equi",0.257102786624796
"equi",0.0474039242758066
"equi",0.0285669152688748
"equi",0.154924567069604
"equi",0.0517624556418743
"equi",0.0656300807866438
"equi",0.0665567501859431
"equi",0.0121580716163318
"equi",0.0400072475198593
"equi",0.0596562230654206
"equi",0.0605479961096955
"equi",0.0299789098106864
"equi",0.0145465954973127
"equi",0.0278285729135587
"equi",0.076494957007572
"equi",0.122889778847334
"equi",0.00243315368674009
"equi",0.0854876341043426
"equi",0.023412813964678
"equi",0.0721558400914978
"equi",0.0463306130652176
"equi",0.0458284249718939
"equi",0.125142702775084
"equi",0.0294521959445465
"equi",0.113685424190369
"equi",0.0940842444196111
"equi",0.0701168813697647
"equi",0.0220881109328813
"equi",0.0275250444360701
"equi",0.0664928322465788
"equi",0.0260276395496813
"equi",7.13091239489261e-05
"equi",0.0446273805003844
"equi",0.0987372452583747
"equi",0.0637305081110923
"equi",0.014242753233073
"equi",0.0212231484923872
"equi",0.0534119333376241
"equi",0.0667421439027977
"equi",0.050136298986754
"equi",0.0527835174727408
"equi",0.0716712723329285
"equi",0.0378640384967266
"equi",0.0313461150668739
"equi",0.0918391157648852
"equi",0.168481686747218
"equi",0.0453001135310091
"equi",0.00156133908215225
"equi",0.0863043288283784
"equi",0.0561352202993331
