tag,run,seed,n_selected,auc
g50,1,1000,50,0.5201465201465201
g50,2,1001,48,0.6025641025641025
g50,3,1002,58,0.6355311355311355
g50,4,1003,55,0.782051282051282
g50,5,1004,53,0.5989010989010989
g50,6,1005,44,0.6135531135531136
g50,7,1006,58,0.6428571428571428
g50,8,1007,55,0.5641025641025641
g50,9,1008,60,0.5952380952380952
g50,10,1009,54,0.5238095238095238
