tag,run,seed,n_selected,auc
g25,1,1000,56,0.6025641025641025
g25,2,1001,51,0.5457875457875458
g25,3,1002,57,0.7032967032967032
g25,4,1003,55,0.6098901098901098
g25,5,1004,54,0.63003663003663
g25,6,1005,57,0.46520146520146516
g25,7,1006,48,0.6593406593406593
g25,8,1007,46,0.6666666666666666
g25,9,1008,50,0.6263736263736264
g25,10,1009,57,0.7161172161172161
