tag,run,seed,n_selected,auc
g25,1,1000,57,0.5457875457875457
g25,2,1001,55,0.35531135531135527
g25,3,1002,65,0.4615384615384615
g25,4,1003,54,0.6172161172161171
g25,5,1004,47,0.40476190476190477
g25,6,1005,55,0.48901098901098905
g25,7,1006,45,0.5128205128205128
g25,8,1007,45,0.6062271062271063
g25,9,1008,50,0.5586080586080586
g25,10,1009,53,0.46153846153846156
