tag,run,seed,n_selected,auc
g75,1,1000,55,0.41025641025641024
g75,2,1001,48,0.4487179487179487
g75,3,1002,55,0.532967032967033
g75,4,1003,59,0.5476190476190477
g75,5,1004,57,0.4358974358974359
g75,6,1005,54,0.5146520146520146
g75,7,1006,58,0.38278388278388276
g75,8,1007,43,0.5274725274725274
g75,9,1008,56,0.7106227106227105
g75,10,1009,50,0.7124542124542125
