tag,run,seed,n_selected,auc
g75,1,1000,48,0.4358974358974359
g75,2,1001,45,0.5732600732600732
g75,3,1002,58,0.6575091575091574
g75,4,1003,54,0.6043956043956045
g75,5,1004,50,0.5494505494505494
g75,6,1005,49,0.5366300366300366
g75,7,1006,48,0.6794871794871795
g75,8,1007,48,0.6025641025641025
g75,9,1008,46,0.5219780219780219
g75,10,1009,50,0.5036630036630036
