tag,run,seed,n_selected,auc
g100,1,1000,57,0.4597069597069597
g100,2,1001,45,0.5989010989010988
g100,3,1002,56,0.5476190476190477
g100,4,1003,55,0.4798534798534798
g100,5,1004,52,0.6959706959706959
g100,6,1005,57,0.5842490842490843
g100,7,1006,48,0.45238095238095233
g100,8,1007,56,0.48717948717948717
g100,9,1008,56,0.6575091575091575
g100,10,1009,50,0.4578754578754579
